Doc_ID,Nama_Tempat,Lokasi,Rating,Teks_Mentah,Waktu
2668,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Cukup seru. . . Buat acara keluarga atau rame"" gitu. Mantaplah!!!!",2022-12-18
2669,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Seru banget, malem minggu aja lebih enak, ramai",2022-12-18
2670,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Loketnya 2 pintu. Area camp luas. Jalur pendakian tidak cocok untuk pemula.,2022-12-18
2671,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Bagus, fasilitas lengkap.",2022-12-18
2672,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Bagus lokasinya,2022-12-18
2673,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Sekarang lebih luas tempatnya, reservasi dulu ya nanti bisa naek jam berapa saja",2022-12-18
2674,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Asyik dingin bagus sunrise,2022-12-18
2675,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Good place for enjoying nature. Tersedia penyewaan perlengkapan camping mulai dari tenda sampai kayu bakar.,2022-12-18
2676,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Beautiful place, fasilitas lengkap musola, toilet, kantin ada dan bersih",2022-12-18
2677,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Sanitasi aman,2022-12-18
2678,Camping Mawar,"Kab. Semarang, Jawa Tengah",2.0,Gerbang masuk Umbul 5k/orang 3k/motor padahal tujuan bukan ke Umbul. 125k hanya untuk tenda+matras dan 5k utk penitipan motor...,2022-12-18
2679,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Indonesia luar biasa, salah satunya ini…",2022-12-18
2680,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Sangat mengesankan... wisata alam bersama keluarga, selain udaranya yg sejuk, alam yg so naturally, serta menyediakan makanan dan minuman di jual disana, toilet ada 8 kamar mandi",2022-12-18
2681,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Hebat sekali,, salam lestari, salam persaudaraan selamanya",2022-12-18
2682,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Sumpahh sii bgs banget 🥺 ga ngecewain sama sekali,,, …",2022-12-18
2683,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Enak buat muncak tipis-tipis. Enak juga buat pemula.,2022-12-18
2684,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Gas itu panas.,2022-12-18
2685,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Udah jadi wisata,2022-12-18
2686,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Menikmati,2022-12-18
2687,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,View nya bagus,2022-12-18
2688,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat camp luas. Kamar mandi toilet air bersih ada. Mushola juga ada. Warung makan banyak juga,2022-12-18
2689,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Indosat bikin tower dong biar sinyal gak ngeleg,2022-12-18
2690,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Gunung yang tidak terlalu tinggi, sangat cocok untuk pemula Akses jalan menuju basecamp sangat mudah jalan bagus Siapkan kendaraan untuk dalam kondisi bagus karena jalan yang cukup menanjak …",2022-12-18
2691,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat yang tinggi. Dilereng gunung Ungaran. Jalane sudah bagus. Motor mobil bisa langsung sampai lokasi perkemahan.,2022-12-18
2692,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Gunung yang tidak terlalu tinggi, sangat cocok untuk pemula Akses jalan menuju basecamp sangat mudah jalan bagus Siapkan kendaraan untuk dalam kondisi bagus karena jalan yang cukup menanjak saat naik dan curam saat turun, diakhir pekan tidak terlalu banyak yang naik ke puncak akan tetapi banyak sekali yang hanya camp di area camp area",2022-12-18
2693,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Cocok untuk cari healing healing,2022-12-18
2694,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Dingin dan indah... Berkabut saat kunjungan saya dan banyak hujan.,2022-12-18
2695,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,camping yg sangat menyenangkan...,2022-12-18
2696,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Rame terus,2022-12-18
2697,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"dingin,view keren aman untuk anak anak",2022-12-18
2698,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Sangat sejuk. Kita bisa melihat pemandangan alam yang indah dan damai. Tempat yang cocok dikunjungi bersama keluarga atau teman. Tapi perhatikan cuaca, karena tidak menyenangkan jika camping di saat hujan",2022-12-18
2699,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Mantabs,2022-12-18
2700,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Tempat camp nya bagusdan ada fasilitas toilet juga, cuma waktu itu datang hari jumat sore .. di malam hari nya banyak anak muda yg camp tp tidak menghargai orang lain, berisik sampai pagi teriak teriak tp tidak ada yg menegur, besoknya …",2022-12-18
2701,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tak pernah sepi pengunjung,2022-12-18
2702,Camping Mawar,"Kab. Semarang, Jawa Tengah",3.0,Tempatnya sejuk dan bersih.,2022-12-18
2703,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Kereeeennnn tempatnya asyeeekkk ga nyeseeel dech ..yuuuks cobain,2022-12-18
2704,Camping Mawar,"Kab. Semarang, Jawa Tengah",3.0,Mengesankan,2022-12-18
2705,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Nyaman buat keluarga,2022-12-18
2706,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Wisata alam penghilang penat,2022-12-18
2707,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Puass banget  , apalagi klo rame2 Seruuu",2022-12-18
2708,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Sangat membantu disaat kesulitan,2022-12-18
2709,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat camp andalan warga smg,2022-12-18
2710,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Tempatnya tertata dgn sangat rapi dan bersih, warung2 pun banyak, sayang akses jalan sangat sempit dan curam sehingga membahayakan apalagi menggunakan mobil",2022-12-18
2711,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Lokasi camp semakin bersih dan terus berbenah. Mantap pokoknya,2022-12-18
2712,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Bersihh,2022-12-18
2713,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Indahhhhh bangeett dinginnn 🥶🥶🥰 …,2022-12-18
2714,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Lokasi bagus untuk family camping,2022-12-18
2715,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Kapan ngcamp lagi,2022-12-18
2716,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Pemandu tim yang sangat baik, profesional....",2022-12-18
2717,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Terbaik . Tektok via Mawar,2022-12-18
2718,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Bagus nyaman buat camp, apa lagi fasilitas kamar mandi dan mushola tersedia",2022-12-18
2719,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Tempat camp yang mantul,  udah berkali² ngecamp di sini 👍 …",2022-12-18
2720,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,The best camp untuk family camp di semarang..  Kamar mandi mushola Warung ada semua..  Tetapi perbedaan antara campervan sama camping sangat jauh..  Untuk campervan mehong juga. Ya memang ga semua akan setuju tetapi untuk saya memang terlalu mahal mending camp nya aja karena dr parkiran toh juga ga jauh2 amir,2022-12-18
2721,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Viewnya keren utk saya yang baru pertama kali camping. Toilet ada banyak jadi tdk antri. Musholla nya yang agak jauh dan terkesan ""sembunyi"". Nggak dapat sunset. Tp dapat sunrise yang indah sekali..",2022-12-18
2722,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,"Seperti diatas awan, hati2 mobil harus fit, yang tidak kuat nanjak bisa berbahaya",2022-12-18
2723,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Nyaman Asiiik Adem  .... Kaya sikap kamu. …,2022-12-18
2724,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Tempat camp lumayan luas, bisa jalan jalan, ada wc, ada warung juga jadi klo ga bawa piring bisa minjem ke warung ehehe, ada jalur pendakian gunung Ungaran juga via mawar",2022-12-18
2725,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Nyaman Asiiik Adem  .... Kaya sikap kamu.  Baik buat keluarga sekalian belajar bareng tentang gunung dan hutan. Juga areal konservasi Gn. Ungaran. Mau tanam  tinggal kordinasi sama rekan2 SAKPALA  ( Basecamp 🌹💐🌹 ).  Mudah di jangkau. Baik R2 Maupun R4 sampai lokasi. Tempat parkir yg luas juga sekalian bisa bareng Camp disamping mobil keluarga.,2022-12-18
2726,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Basecamp nyaman, toilet mewah bagi pendaki, warung dan rental 24 jam, orang2nya ramah sekali. Bikin betah",2022-12-18
2727,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,BC titik start pendakian gn. Ungaran. Lokasi parkir motor & mobil luas. Ada lokasi campcer dg toilet yg ckp banyak. …,2022-12-18
2728,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Keren bgt tempatnyaaa..,2022-12-18
2729,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Favorit,2022-12-18
2730,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,BC titik start pendakian gn. Ungaran. Lokasi parkir motor & mobil luas. Ada lokasi campcer dg toilet yg ckp banyak. Menyewakan alat2 haiking & camping. Ada kios/warung. Sejuk.,2022-12-18
2731,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Viewnya istimewa,2022-12-18
2732,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat paling cocok untuk yg suka ketinggian,2022-12-18
2733,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat yang asik buat healing,2022-12-18
2734,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,"Untuk pemula atau keluarga yg ingin camping praktis, no ribet, bisa camping disini. Toiletnya bersih juga. Hanya saja musholanya kena harus didalam bgt dan terkesan suram. Lebih baik kalau musholanya ditempatkan didpn dekat reservasi.",2022-12-18
2735,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Menyenangkan dan ingin kembali lagi bertualang di sana.  Tempatnya bersih dan airnya melimpah.,2022-12-18
2736,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Dingin,, terhitung bersih",2022-12-18
2737,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Nyaman untuk camping keluarga,2022-12-18
2738,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Bagus untuk wisata keluarga,2022-12-18
2739,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Kamar mandinya kurang maksimal,2022-12-18
2740,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Akses lumayan Tempat sejuk ok Trecking buat jalan jalan santai ditempat wisatanya jg lumayan ok lah …,2022-12-18
2741,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat nyaman,2022-12-18
2742,Camping Mawar,"Kab. Semarang, Jawa Tengah",4.0,Kalo boleh tau sekarang di sana musim hujan nggak ya?,2022-12-18
2743,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Senja Ayyang,2022-12-18
2744,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Tempatnya bersih, sejuk, rapi",2022-12-18
2745,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Semoga tempatnya lebih asik lagi.,2022-12-18
2746,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Excellent  Tempat yg sempurna …,2022-12-18
2747,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Tempat asik dan edukatif untuk camp atau pun pendakian,2022-12-18
2748,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Pas banget buat ngecam bersama keluarga ataupun pacar,2022-12-18
2749,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Baru saja membuat perjalanan hiking siang hari solo yang luar biasa! Basecamp ini memiliki rute yang mudah untuk diikuti. Akan ada 4 stasiun sebelum Anda dapat mencapai puncak! Tidak ada trek yang sulit! Tidak ada yang curam. Akan ramah …,2022-12-18
2750,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Asik sih. Cuman kurang perawatan dikit. Semoga fasilitas pengunjung lebih bisa di perhatikan 😊 …,2022-12-18
2751,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Dingin sejuk enak buat ngopi²,2022-12-18
2752,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Suka banget sama suasananya disana udah dsri jaman sma main ke sana, ke wrungnya mas ambon, udah kaya rumah sendiri disana wkwkwk",2022-12-18
2753,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,Review ane : lengkap dan terawat. toilet bersih nan banyak. hiking gunung 4 jam-an(melewati perkebunan teh/kopi dan air terjun kecil). persewaan tenda juga ada. …,2022-12-18
2754,Camping Mawar,"Kab. Semarang, Jawa Tengah",5.0,"Baru saja membuat perjalanan hiking siang hari solo yang luar biasa! Basecamp ini memiliki rute yang mudah untuk diikuti. Akan ada 4 stasiun sebelum Anda dapat mencapai puncak! Tidak ada trek yang sulit! Tidak ada yang curam. Akan ramah untuk pemula! Anda akan memiliki trek yang sebagian besar datar sampai stasiun ke-4 dan akan memulai pendakian dari sini. Tapi masih bisa diatur 😉 Begitu banyak air mancur! Bagi siapa pun yang mencari pemandangan, saya rasa basecamp ini atau mungkin gunung ini tidak dapat memenuhi harapan Anda haha ​​Saya harus memeriksa basecamp lain. Hanya karena saya pribadi berpikir bahwa pendakian saya sebelumnya ke beberapa gunung lain memiliki pemandangan yang lebih baik di sepanjang trek bahkan dari awal 😃 Akan dikenakan biaya Rp15.000 untuk pendaftaran (Rp10.000 untuk tiket dan Rp5.000 untuk parkir sepeda). Sekali lagi, untuk mencapai basecamp ini Anda akan melewati Umbul Sidomukti (akan dikenakan biaya Rp5.000). Oho, belum haha Kalau kamu ngikutin peta, nanti ada papan pengumuman besar ""...Lurus! Jangan ikutin google maps"". Hahahahaha Yang bener juga. Kita harus lewatin kawasan umbul Sidomukti dulu. Pintar! Ada kedai kopi, spot foto, dll. Aku nggak bilang basecamp susah dicapai karena aku pernah lewatin beberapa jalan yang lebih parah dari ini. Tapi tetap hati-hati buat kamu yang jarang ke dataran tinggi 😉 Kalau aku sih, cuma butuh 2 jam naik bukit dan sekitar 1 jam turun! Semangat! Setiap stasiun punya atap yang bagus, beruntung banget soalnya aku kehujanan 🤣",2022-12-18
2755,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"worth it dengan harga 350k (tenda panggung) untuk 4 org dengan fasilitas kamar mandi, tenda, kasur, selimut, teko listrik, dan dapet sarapan. oh iya dpt akses kolam renang jg, tp agak licin kolamnya karena permukaannya dr batu gt jd udh agak berlumut. minusnya pas naik ke umbulnya sih, nanjak bgt jalanannya.",2025-12-11
2756,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Tempat yang menyenangkan dan menenangkan untuk berlibur melepaskan diri dari penat kehidupan dan hiruk pikuk perkotaan,2025-12-11
2757,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Lokasi dan pemandangan yang bagus.,2025-11-01
2758,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",4.0,"Spot menuju lokasi mngkin perlu perbaikan dr arah jalan bawah (jgn lupa ptunjuk arah beri spot light KLO malam biar jelas kliatan) , arah turun-naik was-was berhimpitan dgn mobil besar , area parkir ke tenda cukup jauh (masukan saja ,selalu …",2025-10-01
2759,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",4.0,"Spot menuju lokasi mngkin perlu perbaikan dr arah jalan bawah (jgn lupa ptunjuk arah beri spot light KLO malam biar jelas kliatan) , arah turun-naik was-was berhimpitan dgn mobil besar , area parkir ke tenda cukup jauh (masukan saja ,selalu dibantu sediakan Potter/apapun yg bsa membantu pengunjung/penginapan di tenda bsa nyaman u/ bawa² beberapa perabotan mereka) terlbh bawa anak kcil², hrus LBH kids friendly lgi, lokasi cukup oke untuk melihat sunrise , spot main drtpat A,ke tmpt B dll cukup woaaahhh Mayan Krn dr kontur tanah jg berbukit², pelayanannya saja perlu perbaikan  LG ya, sarapannya cukup ok .",2025-10-01
2760,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Menyenangkan,2025-09-01
2761,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Rekomended bgt buat camping murah 200 ribuan tinggal masuk tenda sudah ada matras dan sleeping bag. Sudah free kolam renang,2025-09-01
2762,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"View bagus, udara enak,  staff  dan semua petugas yg jaga ramah, sebenernya betah dan gak mau pulang, tp harus turun dan kembali ke habitatnya, pokoknya insyaallah kesini lagi😁😁",2025-08-01
2763,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Pertama kali camping di umbul sidomukti 😍😍😍 daannnn anak ku ga mau pulang betah bgt camping dsni selain udara yg dingin view nya jg juara, staff ramah, pkoknya mantab dan very recomend 😍🤗 …",2025-08-01
2764,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Selain keberadaan taman bermain dan kolam renang yang indah, Umbul Sidomukti juga menawarkan pengalaman menginap di alam terbuka alias camping bagi para pengunjung. Mendirikan tenda disini merupakan pengalaman menyenangkan karena bisa menikmati pemandangan yang indah dan suasana sejuk pegunungan untuk relaksasi tubuh yang letih",2025-07-01
2765,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Dari yang tadinya booking sehari,,extend jadi 3 hari saking senengnya anak² disini 😍 Pelayanan bagus,,petugas juga ramah Semoga next bisa kesini lagii... …",2025-07-01
2766,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Sangat berkesan,2025-06-01
2767,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,sangat amat berkesan dan pelayanan super ramah dn sangat membantu. Tmpt istrht dn air panas berfungsi dgn sangat baik. Sangat direkomendasikan menginap dsni dan tmpt parkir mobil luas dan aman.,2025-05-01
2768,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Pertama kali camping di umbul sidomukti 😍😍😍 daannnn anak ku ga mau pulang betah bgt camping dsni selain udara yg dingin view nya jg juara, staff ramah, pkoknya mantab dan very recomend 😍🤗",2025-08-01
2769,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Nyaman utk kamping bersama keluarga | sehat selalu untuk Pak Heri dan keluarga, kami tunggu di kunjungan selanjutnya ... teimakasih sudah berkunjung... semoga berkesan",2025-05-01
2770,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Kesini waktu musim hujan, but over all bagus banget.",2025-02-01
2771,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"View sunrise-nya masyaallah sekali, cukup banget untuk 4orang dewasa. Minusnya tenda atas berisik sekali sampai susah tidur, lainnya oke Kamar mandi ada water heater + sabun cuci piring waww sekali. Tenkyuu kaa, tenda panggung is the bestt",2025-02-01
2772,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",2.0,"Isinya bayar doang. Mungkin cocok dengan orang yang ingin bersantai, tapi tidak cocok untuk camping mode muncak",2025-01-01
2773,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Juozzz cocok bgt pokoknya,2025-01-01
2774,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Mantua,2025-01-01
2775,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Camping tanpa ribet. Tenda udah ada kasur,ada selimut dan bantal. Kalo mau bakar2an tapi gak bawa kompor portable bisa sewa juga. …",2025-01-01
2776,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Dari yang tadinya booking sehari,,extend jadi 3 hari saking senengnya anak² disini 😍 Pelayanan bagus,,petugas juga ramah Semoga next bisa kesini lagii...",2025-07-01
2777,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Camping tanpa ribet. Tenda udah ada kasur,ada selimut dan bantal. Kalo mau bakar2an tapi gak bawa kompor portable bisa sewa juga. Udaranya seger khas pegunungan. Kalo malam bisa liat citylight. Gak bosen deh camping di tempat ini.",2025-01-01
2778,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Camp tanpa ribet tempatnya pun rekomen bgt lain kali bisa kesana lagi pelayanannya pun ramah bgt,2024-01-01
2779,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",1.0,"Tenda panggungnya kotor, kamar mandinya kotor, waktu malam berisik banget sangat mengganggu ga bs istirahat😩 …",2024-01-01
2780,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",1.0,"Secara pelayanan sangat kurang,karyawan kurang ramah2, dan cek out harusnya jam 12 tapi petugas bilang nya jam 1 siang.",2024-01-01
2781,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Pesan camping panggung, kamar mandi bersih, tenda  bersih dan nyaman. view pagi menakjubkan..",2024-01-01
2782,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Nyaman tanpa Ribet, Singgah Disini.",2024-01-01
2783,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",1.0,"Tenda panggungnya kotor, kamar mandinya kotor, waktu malam berisik banget sangat mengganggu ga bs istirahat😩",2024-01-01
2784,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Camping tanpa ribet disini. Aman nyaman pelayanan ramah.,2024-01-01
2785,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",4.0,Trmpat dingin brr,2024-01-01
2786,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Tempatnya ckp dingin, walaupun g dingin2 bgt. Klo buat saya sih seger, krn biasa tinggal di kota yg panas. Nyobain tenda yg Luxcamp krn tenda panggungnya udh abis dibooking orang. Admin dan petugasnya ramah dan gercep. Utk berenang dibatasi hy setelah jam 17.00-09.00 pagi. Cukup asik sih tempatnya, bisa bgt ajak keluarga ke sini. Tp utk anak2 tetep dlm pengawasan ya, soalnya jalannya naik turun, dan dibbrp bagian tdk ada pengamannya. Dpt BF utk 4 org, dan kmr mandi privat.",2023-01-01
2787,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",3.0,Hahaha ngerasain ngecamp tanpa harus ribet....tinggal klik aja di umbul Sidomukti....,2023-01-01
2788,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Penjaga camping memberikan pelayanan yang memuaskan.ramah . Menyenangkan menghabiskan malam bersama keluarga,2023-01-01
2789,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"The place was amazing, dari view dan suasana alamnya. Pelayanan petugasnya juga Oke banget, mulai dari pengantaran ke tenda saat check-in, sampai dengan saat malam waktu kita butuh bantuan. Facilities-nya sangat komplit, dari toilet pribadi, ada BBQ dan pesan antar makanan. Soal harga, i think its so worth.. Weekday 350 k, weekend 450 k dengan fasilitas includes sarapan for 4 persons.  Recomended deh pokoknya.",2022-01-01
2790,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",3.0,Jarak antara tenda panggung terlalu dekat... No privacy at all... Orng ngobrol atau bersin di tenda sebelah kedengeran. Room service very bad..gatah mau call kemana..akhirnya di samperin ..cm minta teh aja katanya dianter tp nyatanya tetep …,2022-01-01
2791,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",3.0,"Cocok banget untuk pendaki pemula,tracknya g terlalu nanjak cenderung ke datar sih. Untuk ngecamp q saranin ngecamp di puncak batu aja,viewnya keren. Sayang banget di basecamp tdk ada tempat nge cas,kata pihak basecampnya sih ada tapi saat saya cari g nemu.",2022-01-01
2792,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",3.0,Jarak antara tenda panggung terlalu dekat... No privacy at all... Orng ngobrol atau bersin di tenda sebelah kedengeran. Room service very bad..gatah mau call kemana..akhirnya di samperin ..cm minta teh aja katanya dianter tp nyatanya tetep ga dianter ampe mau check out. Better kesini jangan weekend.  Sarapan engga banget buat harga kamar 450 ribu.. ga dikasi pilihan mau apa..tau tau dianter stngah 7 dalam bentuk kotak besek kaya tahlilan... Plusnya dpt 4 pcs.  Untuk view dan tenda okehlah..but 450.000 is too pricey,2022-01-01
2793,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Camping ada tenda panggung dan tenda dome. Fasilitas lengkap, termasuk dapur umum dan mushala (ada alat salat), tempat bersih, ada penjaga camping dan paket camping komplit.",2021-01-01
2794,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Bagus tempatnya cucok meong,2020-01-01
2795,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",4.0,Adem nyaman buat camping,2019-01-01
2796,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Camping untuk keluarga, perusahaan atau pelajar.....",2018-01-01
2797,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Sial, sialan",2018-01-01
2798,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,Bagus Buat outbond,2018-01-01
2799,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",3.0,Mari kita Camping disini,2018-01-01
2800,Camping Umbul Sidomukti,"Kab. Semarang, Jawa Tengah",5.0,"Tempat sangat menarik, cocok untuk kegiatan keluarga dan rombongan",2018-01-01
2801,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,pemandangan alam yang menakjubkan,2025-12-01
2802,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",4.0,"Bagus. hanya saja tenda nya membuat agak panas apalagi saat siang, terasa sangat membakar",2025-11-01
2803,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,tempat yang sejuk dan rapi,2025-11-01
2804,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,"Tempat bersih fasilitas lengkap, untuk Juga Ada Jeep untuk Jelajah Merbabu dan UMKM disekitar dengan harga terjangkau",2025-10-01
2805,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,"Bagus banget tempatnya, terkonsep dan guide nya super duper membantu. ♥️♥️♥️",2025-10-01
2806,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,"Sangat menyenangkan untuk camping ceria. Nyaman. Disediakan banyak toilet bersih, disediakan colokan listrik. Pemandangan bagus. Murah pula.",2025-10-01
2807,Kuncen Camp Ground,"Kab. Semarang, Jawa Tengah",5.0,"Tempat bagus dan bersih, Cuma Akses jalannya cukup menantang dan jika papasan tidak bisa",2025-07-01
